dBZ,lat,lon
29.4,21.28351595261803,-103.16269689616735
29.4,21.28351595261803,-103.15789825435945
29.4,21.28351595261803,-103.15309961255156
29.4,21.28351595261803,-103.14830097074366
34.2,21.28351595261803,-102.57726259560432
34.2,21.28351595261803,-102.3613237142491
34.2,21.28351595261803,-102.35652507244122
34.2,21.28351595261803,-102.30374001255439
34.2,21.28351595261803,-102.2941427289386
29.4,21.27889187572886,-103.16749553797524
29.4,21.27889187572886,-103.15309961255156
34.2,21.27889187572886,-102.30853865436227
34.2,21.27889187572886,-102.30374001255439
37.4,21.27889187572886,-102.29894137074649
34.2,21.27889187572886,-102.2941427289386
29.4,21.27426779883969,-103.40742762836993
29.4,21.27426779883969,-103.16749553797524
34.2,21.27426779883969,-103.16269689616735
34.2,21.27426779883969,-102.31813593797806
34.2,21.27426779883969,-102.31333729617016
34.2,21.27426779883969,-102.30853865436227
34.2,21.27426779883969,-102.30374001255439
29.4,21.269643721950523,-103.15789825435945
29.4,21.269643721950523,-102.78840283515164
34.2,21.269643721950523,-102.33253186340174
22.6,21.265019645061354,-103.40742762836993
29.4,21.265019645061354,-103.39783034475414
34.2,21.265019645061354,-102.32293457978595
29.4,21.260395568172186,-103.39783034475414
29.4,21.260395568172186,-102.72602049164902
34.2,21.260395568172186,-102.61085308825957
34.2,21.260395568172186,-102.34212914701753
34.2,21.260395568172186,-102.33733050520964
37.4,21.260395568172186,-102.32773322159385
34.2,21.255771491283017,-103.40742762836993
29.4,21.255771491283017,-102.72602049164902
34.2,21.255771491283017,-102.72122184984113
29.4,21.255771491283017,-102.71642320803323
29.4,21.255771491283017,-102.71162456622534
34.2,21.255771491283017,-102.34212914701753
34.2,21.255771491283017,-102.33733050520964
29.4,21.25114741439385,-102.817194685999
29.4,21.25114741439385,-102.72602049164902
34.2,21.25114741439385,-102.72122184984113
34.2,21.25114741439385,-102.71642320803323
29.4,21.25114741439385,-102.70682592441744
34.2,21.25114741439385,-102.41410877413594
34.2,21.25114741439385,-102.35172643063332
34.2,21.25114741439385,-102.34692778882543
37.4,21.25114741439385,-102.34212914701753
29.4,21.24652333750468,-103.40742762836993
29.4,21.24652333750468,-102.8123960441911
29.4,21.24652333750468,-102.73081913345692
34.2,21.24652333750468,-102.72602049164902
34.2,21.24652333750468,-102.72122184984113
29.4,21.24652333750468,-102.71642320803323
34.2,21.24652333750468,-102.71162456622534
37.4,21.24652333750468,-102.35652507244122
29.4,21.241899260615508,-103.39783034475414
34.2,21.241899260615508,-102.73081913345692
34.2,21.241899260615508,-102.37571963967278
37.4,21.241899260615508,-102.36612235605699
29.4,21.23727518372634,-102.79800011876743
34.2,21.23265110683717,-102.38051828148068
29.4,21.228027029948002,-103.40262898656204
34.2,21.228027029948002,-102.39011556509647
34.2,21.223402953058834,-102.47169247583065
34.2,21.223402953058834,-102.46689383402277
34.2,21.223402953058834,-102.45729655040698
34.2,21.223402953058834,-102.42370605775172
34.2,21.223402953058834,-102.41410877413594
29.4,21.218778876169665,-103.41222627017783
29.4,21.218778876169665,-102.78840283515164
29.4,21.218778876169665,-102.78360419334375
29.4,21.218778876169665,-102.77880555153585
29.4,21.218778876169665,-102.6732354317622
34.2,21.218778876169665,-102.42370605775172
34.2,21.218778876169665,-102.41890741594382
34.2,21.218778876169665,-102.40931013232805
29.4,21.214154799280497,-103.41222627017783
29.4,21.214154799280497,-103.40262898656204
29.4,21.214154799280497,-102.79320147695954
29.4,21.214154799280497,-102.78360419334375
29.4,21.214154799280497,-102.77880555153585
34.2,21.214154799280497,-102.40931013232805
34.2,21.214154799280497,-102.40451149052015
22.6,21.209530722391328,-103.39783034475414
29.4,21.209530722391328,-102.79320147695954
29.4,21.209530722391328,-102.78360419334375
34.2,21.209530722391328,-102.77880555153585
29.4,21.209530722391328,-102.77400690972796
29.4,21.209530722391328,-102.6636381481464
29.4,21.209530722391328,-102.65883950633851
34.2,21.209530722391328,-102.64924222272272
37.4,21.209530722391328,-102.42370605775172
34.2,21.209530722391328,-102.41890741594382
29.4,21.20490664550216,-102.79800011876743
29.4,21.20490664550216,-102.78360419334375
29.4,21.20490664550216,-102.77880555153585
34.2,21.20490664550216,-102.65883950633851
34.2,21.20490664550216,-102.65404086453061
34.2,21.20490664550216,-102.64444358091482
34.2,21.20490664550216,-102.4333033413675
34.2,21.20490664550216,-102.42850469955961
34.2,21.20490664550216,-102.41890741594382
29.4,21.20028256861299,-103.40262898656204
29.4,21.20028256861299,-102.78840283515164
34.2,21.20028256861299,-102.78360419334375
29.4,21.20028256861299,-102.64444358091482
34.2,21.20028256861299,-102.45729655040698
34.2,21.20028256861299,-102.45249790859909
34.2,21.20028256861299,-102.4381019831754
29.4,21.19565849172382,-103.40262898656204
29.4,21.19565849172382,-102.84598653684637
34.2,21.19565849172382,-102.4429006249833
29.4,21.19103441483465,-103.41222627017783
29.4,21.19103441483465,-102.84118789503847
29.4,21.19103441483465,-102.8219933278069
29.4,21.19103441483465,-102.8123960441911
34.2,21.19103441483465,-102.45729655040698
34.2,21.19103441483465,-102.45249790859909
34.2,21.186410337945482,-102.82679196961479
34.2,21.186410337945482,-102.8219933278069
29.4,21.186410337945482,-102.817194685999
34.2,21.186410337945482,-102.80759740238321
29.4,21.186410337945482,-102.80279876057533
34.2,21.186410337945482,-102.46689383402277
34.2,21.186410337945482,-102.46209519221487
34.2,21.181786261056313,-102.86038246227004
29.4,21.181786261056313,-102.85078517865426
29.4,21.181786261056313,-102.83159061142268
34.2,21.181786261056313,-102.82679196961479
34.2,21.181786261056313,-102.8219933278069
34.2,21.181786261056313,-102.817194685999
34.2,21.181786261056313,-102.8123960441911
34.2,21.181786261056313,-102.80759740238321
34.2,21.181786261056313,-102.80279876057533
34.2,21.181786261056313,-102.50048432667802
34.2,21.181786261056313,-102.49568568487012
34.2,21.181786261056313,-102.47169247583065
34.2,21.181786261056313,-102.46689383402277
34.2,21.181786261056313,-102.46209519221487
22.6,21.177162184167145,-103.40262898656204
29.4,21.177162184167145,-102.86518110407793
29.4,21.177162184167145,-102.83638925323058
29.4,21.177162184167145,-102.83159061142268
34.2,21.177162184167145,-102.82679196961479
37.4,21.177162184167145,-102.8219933278069
37.4,21.177162184167145,-102.817194685999
34.2,21.177162184167145,-102.8123960441911
34.2,21.177162184167145,-102.80759740238321
34.2,21.177162184167145,-102.80279876057533
29.4,21.177162184167145,-102.79800011876743
34.2,21.177162184167145,-102.48128975944644
34.2,21.177162184167145,-102.47649111763855
29.4,21.172538107277976,-102.86997974588583
34.2,21.172538107277976,-102.83638925323058
34.2,21.172538107277976,-102.83159061142268
34.2,21.172538107277976,-102.82679196961479
37.4,21.172538107277976,-102.8219933278069
34.2,21.172538107277976,-102.817194685999
34.2,21.172538107277976,-102.8123960441911
34.2,21.172538107277976,-102.80759740238321
29.4,21.172538107277976,-102.80279876057533
34.2,21.172538107277976,-102.5148802521017
34.2,21.172538107277976,-102.49088704306223
34.2,21.172538107277976,-102.48608840125434
34.2,21.167914030388808,-102.87477838769372
29.4,21.167914030388808,-102.84118789503847
29.4,21.167914030388808,-102.83638925323058
34.2,21.167914030388808,-102.83159061142268
34.2,21.167914030388808,-102.82679196961479
34.2,21.167914030388808,-102.8219933278069
37.4,21.167914030388808,-102.817194685999
34.2,21.167914030388808,-102.8123960441911
29.4,21.167914030388808,-102.80759740238321
34.2,21.167914030388808,-102.5244775357175
34.2,21.167914030388808,-102.50048432667802
34.2,21.167914030388808,-102.49568568487012
22.6,21.16328995349964,-103.40742762836993
29.4,21.16328995349964,-102.87957702950162
29.4,21.16328995349964,-102.85558382046216
29.4,21.16328995349964,-102.84598653684637
29.4,21.16328995349964,-102.83638925323058
29.4,21.16328995349964,-102.83159061142268
34.2,21.16328995349964,-102.82679196961479
34.2,21.16328995349964,-102.8219933278069
34.2,21.16328995349964,-102.817194685999
34.2,21.16328995349964,-102.8123960441911
34.2,21.16328995349964,-102.52927617752538
34.2,21.16328995349964,-102.50528296848591
22.6,21.15866587661047,-103.40742762836993
29.4,21.15866587661047,-102.88437567130951
29.4,21.15866587661047,-102.84118789503847
34.2,21.15866587661047,-102.83638925323058
34.2,21.15866587661047,-102.83159061142268
34.2,21.15866587661047,-102.82679196961479
29.4,21.15866587661047,-102.8219933278069
29.4,21.15866587661047,-102.817194685999
34.2,21.15866587661047,-102.5148802521017
34.2,21.15866587661047,-102.51008161029381
29.4,21.1540417997213,-103.40742762836993
22.6,21.1540417997213,-103.40262898656204
29.4,21.1540417997213,-102.88917431311741
29.4,21.1540417997213,-102.85558382046216
29.4,21.1540417997213,-102.85078517865426
29.4,21.1540417997213,-102.84598653684637
29.4,21.1540417997213,-102.84118789503847
29.4,21.1540417997213,-102.83638925323058
34.2,21.1540417997213,-102.83159061142268
29.4,21.1540417997213,-102.82679196961479
29.4,21.1540417997213,-102.8219933278069
29.4,21.1540417997213,-102.817194685999
34.2,21.1540417997213,-102.5244775357175
37.4,21.1540417997213,-102.5196788939096
22.6,21.14941772283213,-103.40742762836993
29.4,21.14941772283213,-102.85558382046216
29.4,21.14941772283213,-102.85078517865426
34.2,21.14941772283213,-102.84598653684637
29.4,21.14941772283213,-102.84118789503847
29.4,21.14941772283213,-102.83638925323058
29.4,21.14941772283213,-102.83159061142268
29.4,21.14941772283213,-102.82679196961479
34.2,21.14941772283213,-102.52927617752538
29.4,21.14479364594296,-103.40742762836993
34.2,21.14479364594296,-102.8987715967332
34.2,21.14479364594296,-102.86038246227004
34.2,21.14479364594296,-102.85558382046216
34.2,21.14479364594296,-102.85078517865426
34.2,21.14479364594296,-102.84598653684637
34.2,21.14479364594296,-102.84118789503847
29.4,21.14479364594296,-102.83638925323058
29.4,21.14479364594296,-102.83159061142268
29.4,21.14479364594296,-102.82679196961479
29.4,21.14479364594296,-102.817194685999
22.6,21.140169569053793,-103.40262898656204
34.2,21.140169569053793,-102.90357023854109
29.4,21.140169569053793,-102.86038246227004
34.2,21.140169569053793,-102.85558382046216
34.2,21.140169569053793,-102.85078517865426
34.2,21.140169569053793,-102.84598653684637
29.4,21.140169569053793,-102.84118789503847
34.2,21.140169569053793,-102.83638925323058
29.4,21.140169569053793,-102.83159061142268
29.4,21.140169569053793,-102.82679196961479
34.2,21.140169569053793,-102.54367210294906
29.4,21.135545492164624,-102.90836888034899
29.4,21.135545492164624,-102.86038246227004
34.2,21.135545492164624,-102.85558382046216
34.2,21.135545492164624,-102.85078517865426
34.2,21.135545492164624,-102.84598653684637
34.2,21.135545492164624,-102.84118789503847
29.4,21.135545492164624,-102.83638925323058
29.4,21.135545492164624,-102.82679196961479
29.4,21.135545492164624,-102.8219933278069
29.4,21.135545492164624,-102.817194685999
29.4,21.135545492164624,-102.55806802837274
29.4,21.130921415275456,-103.40742762836993
29.4,21.130921415275456,-102.91316752215688
29.4,21.130921415275456,-102.86038246227004
34.2,21.130921415275456,-102.85558382046216
34.2,21.130921415275456,-102.85078517865426
34.2,21.130921415275456,-102.84598653684637
34.2,21.130921415275456,-102.84118789503847
34.2,21.130921415275456,-102.83638925323058
29.4,21.130921415275456,-102.83159061142268
29.4,21.130921415275456,-102.82679196961479
29.4,21.130921415275456,-102.8219933278069
29.4,21.130921415275456,-102.817194685999
34.2,21.130921415275456,-102.62524901368326
34.2,21.130921415275456,-102.56286667018064
22.6,21.126297338386287,-103.40742762836993
22.6,21.126297338386287,-103.40262898656204
29.4,21.126297338386287,-102.91796616396476
29.4,21.126297338386287,-102.85558382046216
29.4,21.126297338386287,-102.85078517865426
34.2,21.126297338386287,-102.84598653684637
34.2,21.126297338386287,-102.84118789503847
29.4,21.126297338386287,-102.83638925323058
29.4,21.126297338386287,-102.8219933278069
34.2,21.126297338386287,-102.57246395379643
34.2,21.126297338386287,-102.56766531198853
22.6,21.12167326149712,-103.40742762836993
29.4,21.12167326149712,-102.92276480577266
29.4,21.12167326149712,-102.85558382046216
29.4,21.12167326149712,-102.85078517865426
34.2,21.12167326149712,-102.84598653684637
29.4,21.12167326149712,-102.84118789503847
29.4,21.12167326149712,-102.83638925323058
29.4,21.12167326149712,-102.8123960441911
29.4,21.12167326149712,-102.57726259560432
29.4,21.11704918460795,-102.92756344758055
29.4,21.11704918460795,-102.85558382046216
34.2,21.11704918460795,-102.591658521028
34.2,21.11704918460795,-102.5868598792201
22.6,21.11242510771878,-103.40742762836993
22.6,21.11242510771878,-103.40262898656204
29.4,21.11242510771878,-102.93236208938845
22.6,21.10780103082961,-103.40742762836993
34.2,21.10780103082961,-102.93716073119634
34.2,21.10780103082961,-102.60605444645168
29.4,21.10317695394044,-102.94195937300424
34.2,21.10317695394044,-102.61565173006747
22.6,21.098552877051272,-103.40742762836993
34.2,21.098552877051272,-102.62524901368326
29.4,21.098552877051272,-102.62045037187536
34.2,21.098552877051272,-102.12139162385442
34.2,21.093928800162104,-102.63004765549115
29.4,21.093928800162104,-102.62524901368326
29.4,21.093928800162104,-102.62045037187536
29.4,21.093928800162104,-102.60605444645168
34.2,21.093928800162104,-102.15498211650967
34.2,21.089304723272935,-102.63964493910693
34.2,21.089304723272935,-102.15498211650967
29.4,21.084680646383767,-103.40742762836993
29.4,21.084680646383767,-102.63964493910693
34.2,21.080056569494598,-102.65404086453061
34.2,21.080056569494598,-102.64924222272272
22.6,21.07543249260543,-103.40742762836993
29.4,21.07543249260543,-102.6636381481464
29.4,21.07080841571626,-103.40742762836993
29.4,21.07080841571626,-103.39783034475414
34.2,21.07080841571626,-102.6684367899543
37.4,21.07080841571626,-102.17897532554915
22.6,21.06618433882709,-103.40742762836993
22.6,21.06618433882709,-103.39783034475414
34.2,21.06618433882709,-102.2029685345886
34.2,21.06618433882709,-102.19816989278071
22.6,21.06156026193792,-103.39783034475414
29.4,21.06156026193792,-102.68283271537798
34.2,21.06156026193792,-102.2077671763965
22.6,21.05693618504875,-103.40262898656204
29.4,21.05693618504875,-103.39783034475414
22.6,21.05693618504875,-103.39303170294625
29.4,21.05693618504875,-102.69242999899377
34.2,21.05693618504875,-102.22216310182019
34.2,21.05693618504875,-102.04941199673601
34.2,21.052312108159583,-102.24135766905177
34.2,21.052312108159583,-102.2077671763965
22.6,21.047688031270415,-103.40262898656204
22.6,21.047688031270415,-103.39783034475414
29.4,21.047688031270415,-102.71642320803323
29.4,21.047688031270415,-102.71162456622534
34.2,21.047688031270415,-102.26535087809123
34.2,21.047688031270415,-102.25095495266754
29.4,21.043063954381246,-103.40262898656204
29.4,21.043063954381246,-103.39783034475414
29.4,21.043063954381246,-102.71642320803323
34.2,21.043063954381246,-102.57246395379643
29.4,21.043063954381246,-102.56766531198853
34.2,21.043063954381246,-102.33733050520964
22.6,21.038439877492078,-103.40262898656204
29.4,21.038439877492078,-103.39783034475414
29.4,21.038439877492078,-102.72602049164902
34.2,21.038439877492078,-102.30374001255439
34.2,21.038439877492078,-102.29894137074649
34.2,21.038439877492078,-102.2941427289386
34.2,21.038439877492078,-102.27974680351491
29.4,21.03381580060291,-103.40262898656204
29.4,21.03381580060291,-103.39783034475414
